"","Chr","Start","End","Strand","Length","NPFM1","NPFM2","NPFM3","NPFM4","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","FoldChange"
"NPIL_81293","BMAW01059155.1;BMAW01059155.1","194935;195159","194971;195194","+;+",73,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_81296","BMAW01059177.1;BMAW01059177.1","357119;357164","357155;357208","+;+",82,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80285","BMAW01059186.1","2274","2383","-",110,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81297","BMAW01059357.1","1577","1649","+",73,2,0,0,0,0.269763474678307,-1.63527295492516,4.93518650102935,-0.331349778693081,0.740380294932015,0.891821718895381,-3.10646318083294
"NPIL_81298","BMAW01059855.1","244681","244752","-",72,0,0,2,0,0.537683650705716,2.69917582783982,4.89353184775603,0.551580312913985,0.581235927740693,0.891821718895381,6.4943080906042
"NPIL_81299","BMAW01059929.1;BMAW01059929.1","419400;419455","419435;419492","-;-",74,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_81300","BMAW01060060.1;BMAW01060060.1","22095;22139","22127;22170","-;-",65,6,0,2,0,1.34697407474064,-0.636684074265685,4.21912456276859,-0.150904308416031,0.880051201786002,0.96553388221426,-1.55475157027158
"NPIL_81302","BMAW01060122.1","24","96","-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81301","BMAW01060122.1","644","716","-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81303","BMAW01060264.1;BMAW01060264.1","183;239","220;274","+;+",74,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81304","BMAW01060264.1;BMAW01060264.1","1161;1218","1199;1253","+;+",75,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81305","BMAW01060317.1","454","526","-",73,0,0,21,0,5.64567833241002,6.08988519136465,4.79521537582827,1.26999200537739,0.204087477910051,0.891821718895381,68.1142709765591
"NPIL_81307","BMAW01060516.1","2106","2178","-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81306","BMAW01060516.1","2273","2337","-",65,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81308","BMAW01060662.1","2387113","2387194","-",82,0,0,2,0,0.537683650705716,2.69917582783982,4.89353184775603,0.551580312913985,0.581235927740693,0.891821718895381,6.4943080906042
"NPIL_81309","BMAW01061004.1","201930","202001","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81310","BMAW01061339.1","1359","1430","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80177","BMAW01061408.1","21222","21333","-",112,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81315","BMAW01061471.1","63969","64040","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81314","BMAW01061471.1","64046","64117","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81313","BMAW01061471.1","65306","65377","-",72,2,0,1,0,0.538605300031165,-0.198717720687926,4.89460465738588,-0.0405993404161997,0.967615309996296,0.985668377354419,-1.14767783596664
"NPIL_81312","BMAW01061471.1","116414","116485","-",72,0,1,0,0,0.376352857063105,-1.74918591944753,4.93135297991929,-0.354707100986342,0.722809030610026,0.891821718895381,-3.36168820023485
"NPIL_81311","BMAW01061471.1","116491","116562","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81316","BMAW01061797.1","3749","3820","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81317","BMAW01061797.1","5561","5632","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81318","BMAW01061797.1","8406","8477","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81320","BMAW01061807.1;BMAW01061807.1","2141;2193","2173;2229","-;-",70,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81319","BMAW01061807.1","5214","5285","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81321","BMAW01061828.1","6682","6765","+",84,0,0,2,0,0.537683650705716,2.69917582783982,4.89353184775603,0.551580312913985,0.581235927740693,0.891821718895381,6.4943080906042
"NPIL_81322","BMAW01061900.1","9714","9785","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81323","BMAW01062183.1","74093","74164","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81324","BMAW01062186.1","836","907","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81325","BMAW01062186.1","1506","1577","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80172","BMAW01062245.1","194113","194269","-",157,0,0,2,0,0.537683650705716,2.69917582783982,4.89353184775603,0.551580312913985,0.581235927740693,0.891821718895381,6.4943080906042
"NPIL_81326","BMAW01062668.1;BMAW01062668.1","269658;269712","269693;269748","-;-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81327","BMAW01062726.1","187841","187919","-",79,2,6,29,6,11.979542910426,1.92654583326756,3.09453703975628,0.622563507405712,0.533571398249848,0.891821718895381,3.80143950668936
"NPIL_80167","BMAW01062767.1","394","505","-",112,15,396,1118,1,451.899993094595,0.994328325482862,3.4356793601761,0.289412433828487,0.772265781118759,0.900339757197484,1.99215282452627
"NPIL_81328","BMAW01062849.1","5625","5697","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81329","BMAW01062927.1","375883","375956","-",74,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81330","BMAW01062974.1;BMAW01062974.1","742;798","779;833","+;+",74,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81331","BMAW01063022.1","62970","63040","+",71,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81332","BMAW01063022.1","70766","70836","+",71,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81336","BMAW01063022.1","178954","179024","-",71,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81335","BMAW01063022.1","184941","185011","-",71,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81334","BMAW01063022.1","295044","295114","-",71,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81333","BMAW01063022.1","331324","331394","-",71,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81338","BMAW01063029.1","56797","56869","-",73,0,0,4,0,1.07536730141143,3.69835447649903,4.80822345381341,0.769172754141835,0.441790762514931,0.891821718895381,12.981223641005
"NPIL_81337","BMAW01063029.1","72062","72134","-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81339","BMAW01063278.1","665303","665376","+",74,1,15,8,0,7.93090919610859,-1.41594280403187,3.58103446023543,-0.395400496631576,0.692547342597244,0.891821718895381,-2.66834055029959
"NPIL_81340","BMAW01063284.1","490","561","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81341","BMAW01063284.1","2182","2253","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81342","BMAW01063409.1","7104","7176","+",73,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_81343","BMAW01063589.1","247650","247723","+",74,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81344","BMAW01063591.1","319129","319200","+",72,0,2,3,0,1.55923119018478,0.158669708282786,4.20946555413706,0.0376935518873281,0.969932017193463,0.985668377354419,1.11625737590065
"NPIL_81345","BMAW01063656.1","9770","9840","-",71,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80291","BMAW01063748.1","3031","3141","+",111,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81346","BMAW01063839.1","641","712","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81347","BMAW01063989.1","684719","684790","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80132","BMAW01064079.1","9108","10122","+",1015,526575,221653,135378,260231,262631.558584781,-0.513493505729975,2.88941769874633,-0.177715221289318,0.858946630677204,0.959851402387593,-1.42750273107355
"NPIL_81348","BMAW01064134.1","15101","15173","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81349","BMAW01064144.1;BMAW01064144.1","134;183","170;224","+;+",79,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81351","BMAW01064213.1","44343","44413","-",71,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81350","BMAW01064213.1","56507","56577","-",71,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81352","BMAW01064220.1","2439375","2439446","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81359","BMAW01064441.1","460885","460958","-",74,2,0,0,0,0.269763474678307,-1.63527295492516,4.93518650102935,-0.331349778693081,0.740380294932015,0.891821718895381,-3.10646318083294
"NPIL_81353","BMAW01064441.1","461766","461836","+",71,0,0,6,0,1.61305095211715,4.28306827202617,4.62524315841106,0.926020130257878,0.354435518922147,0.891821718895381,19.4684790146603
"NPIL_81354","BMAW01064441.1","641645","641718","+",74,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81358","BMAW01064441.1","675125","675198","-",74,0,0,5,0,1.34420912676429,4.02013983356769,4.69792207260442,0.85572722821667,0.392148675749104,0.891821718895381,16.2249242051548
"NPIL_81357","BMAW01064441.1","678291","678364","-",74,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_81356","BMAW01064441.1","679918","679991","-",74,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81355","BMAW01064441.1","681527","681600","-",74,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81360","BMAW01064457.1","661","732","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81361","BMAW01064500.1","559269","559345","-",77,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_81362","BMAW01064715.1","199972","200044","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81363","BMAW01064728.1","247196","247267","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81364","BMAW01064750.1;BMAW01064750.1","763;822","799;855","+;+",71,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81365","BMAW01064854.1","29157","29229","-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81366","BMAW01064980.1","791","863","-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81367","BMAW01065165.1","6362","6433","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81369","BMAW01065500.1","6728","6798","-",71,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81368","BMAW01065500.1","7995","8065","-",71,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81371","BMAW01065638.1","1931263","1931334","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81370","BMAW01065638.1","3019481","3019553","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81372","BMAW01065717.1","1072","1143","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80192","BMAW01065886.1","183120","183228","+",109,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81373","BMAW01065903.1","1278","1350","-",73,3,0,0,0,0.404645212017461,-2.08527808025581,4.91070681777757,-0.424639091201038,0.671099791559192,0.891821718895381,-4.24356883685501
"NPIL_81374","BMAW01065961.1","17696","17780","+",85,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81375","BMAW01065961.1","21501","21572","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81376","BMAW01065961.1","76948","77019","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81377","BMAW01066129.1","283362","283443","+",82,2,1,2,1,1.45967487546982,0.348328262028593,3.49588858949472,0.0996394058653166,0.920630608122035,0.976999608286085,1.27308457222082
"NPIL_81378","BMAW01066188.1","692","764","-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80142","BMAW01066290.1","18897","19008","-",112,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81379","BMAW01066305.1","716667","716738","-",72,0,8,1,0,3.2796646818577,-3.45580892496085,4.1429189880742,-0.834148322694392,0.4041974076244,0.891821718895381,-10.9724129918242
"NPIL_81380","BMAW01066431.1","122073","122144","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81381","BMAW01066493.1","52254","52325","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81382","BMAW01066626.1","453","524","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81383","BMAW01066626.1","530","601","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81384","BMAW01066697.1","43801","43873","-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81385","BMAW01066862.1","278","349","+",72,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_81386","BMAW01066862.1","1074","1145","+",72,0,0,6,0,1.61305095211715,4.28306827202617,4.62524315841106,0.926020130257878,0.354435518922147,0.891821718895381,19.4684790146603
"NPIL_81387","BMAW01066862.1","1294","1363","+",70,0,0,5,0,1.34420912676429,4.02013983356769,4.69792207260442,0.85572722821667,0.392148675749104,0.891821718895381,16.2249242051548
"NPIL_81388","BMAW01066862.1","1859","1930","+",72,0,0,2,0,0.537683650705716,2.69917582783982,4.89353184775603,0.551580312913985,0.581235927740693,0.891821718895381,6.4943080906042
"NPIL_81389","BMAW01066862.1","2655","2726","+",72,0,0,2,0,0.537683650705716,2.69917582783982,4.89353184775603,0.551580312913985,0.581235927740693,0.891821718895381,6.4943080906042
"NPIL_81390","BMAW01066862.1","2875","2944","+",70,0,0,2,0,0.537683650705716,2.69917582783982,4.89353184775603,0.551580312913985,0.581235927740693,0.891821718895381,6.4943080906042
"NPIL_81391_1","BMAW01066862.1","4185","4253","+",69,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81392","BMAW01066862.1","4399","4470","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81393","BMAW01066862.1","67531","67602","-",72,0,0,2,0,0.537683650705716,2.69917582783982,4.89353184775603,0.551580312913985,0.581235927740693,0.891821718895381,6.4943080906042
"NPIL_81394","BMAW01067194.1","23676","23749","+",74,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81395","BMAW01067194.1","31036","31109","-",74,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81397","BMAW01067243.1","41535","41616","-",82,0,2,6,0,2.36575666624336,1.16050182137952,4.08232818153611,0.284274504589888,0.776200022895944,0.900339757197484,2.23535167688468
"NPIL_81396","BMAW01067243.1","222729","222801","-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81398","BMAW01067245.1","48647","48719","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81399","BMAW01067304.1","836","907","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80218","BMAW01067334.1","6540","6645","-",106,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81400","BMAW01067680.1","42888","42967","-",80,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81401_1","BMAW01067959.1;BMAW01067959.1","2388;2431","2418;2463","+;+",64,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80196","BMAW01068012.1","1123821","1124648","+",828,0,0,2,0,0.537683650705716,2.69917582783982,4.89353184775603,0.551580312913985,0.581235927740693,0.891821718895381,6.4943080906042
"NPIL_80197","BMAW01068012.1","1123825","1123982","+",158,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81402","BMAW01068039.1","103795","103861","+",67,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81403","BMAW01068100.1","40820","40893","-",74,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81405","BMAW01068449.1","9654","9726","-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81404","BMAW01068449.1","11074","11146","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80231_1","BMAW01068505.1","653517","656506","-",2990,0,0,4,0,1.07536730141143,3.69835447649903,4.80822345381341,0.769172754141835,0.441790762514931,0.891821718895381,12.981223641005
"NPIL_80232","BMAW01068505.1","656362","656505","-",144,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80233","BMAW01068505.1","657606","658436","-",831,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81406","BMAW01068541.1","31086","31157","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81407","BMAW01068570.1","2151","2224","+",74,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80206","BMAW01068904.1","45327","46277","-",951,5,0,1,0,0.943250512048626,-1.36787927428676,4.47125635662846,-0.305927275285599,0.759660018275765,0.900339757197484,-2.58090899962683
"NPIL_80207","BMAW01068904.1","47170","48113","-",944,0,0,2,2,1.0894334367511,3.71620037226589,4.32368749179127,0.859497912215274,0.3900658713647,0.891821718895381,13.1427964550421
"NPIL_80208","BMAW01068904.1","48141","48792","-",652,7,1,5,3,3.49235882426955,0.695555027474861,3.18094640781993,0.218662919238417,0.826912636114533,0.945309018503614,1.61950736321803
"NPIL_81408","BMAW01069346.1","8445","8528","+",84,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81409","BMAW01069354.1","3030","3101","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81411_1","BMAW01069495.1","79273","79345","-",73,0,0,3,0,0.806525476058573,3.28359165010455,4.85756473614397,0.675974861574595,0.499056605713363,0.891821718895381,9.73777151628258
"NPIL_81410","BMAW01069495.1","81580","81652","-",73,0,0,9,0,2.41957642817572,4.86783234049204,4.50561191740474,1.08039316961323,0.279967136168575,0.891821718895381,29.1987021757515
"NPIL_81412","BMAW01069539.1","53839","53909","+",71,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81413","BMAW01069539.1","55005","55075","+",71,0,0,4,0,1.07536730141143,3.69835447649903,4.80822345381341,0.769172754141835,0.441790762514931,0.891821718895381,12.981223641005
"NPIL_81414","BMAW01069633.1","1218","1301","-",84,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81415","BMAW01070032.1;BMAW01070032.1","497;553","530;589","-;-",71,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81416","BMAW01070036.1","819","893","-",75,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81417","BMAW01070215.1;BMAW01070215.1","174;537","219;573","-;-",83,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81418","BMAW01070227.1","115669","115740","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81419","BMAW01070409.1","11811","11894","-",84,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80287","BMAW01070488.1","976459","976570","-",112,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81420","BMAW01070601.1","316","386","-",71,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81421","BMAW01070657.1","138838","138911","+",74,0,2,4,0,1.82807301553764,0.574454591491154,4.15159450326075,0.138369629076242,0.889948298584572,0.967841534889611,1.48911439942507
"NPIL_81422","BMAW01070657.1","440386","440459","-",74,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81423","BMAW01070799.1","2586","2656","-",71,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81424","BMAW01070857.1","913302","913373","+",72,0,10,2,0,4.30121222133676,-2.79208227522285,4.01861378893473,-0.694787412244207,0.487188537945357,0.891821718895381,-6.92628751102792
"NPIL_81425","BMAW01071072.1","287724","287795","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81426","BMAW01071096.1;BMAW01071096.1","104016;104060","104050;104096","-;-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81427","BMAW01071339.1","214093","214165","+",73,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_81428","BMAW01071339.1","216018","216091","+",74,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81429","BMAW01071540.1;BMAW01071540.1","345610;345655","345646;345697","+;+",80,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81430","BMAW01071868.1","15555","15628","-",74,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81431","BMAW01071903.1","2733","2814","+",82,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80250","BMAW01071990.1","2753","4021","+",1269,88,35,27,50,46.0944168187159,-0.250189384630699,2.90946387396911,-0.0859915762725692,0.931473113582799,0.978330754967299,-1.18936323415949
"NPIL_80251","BMAW01071990.1","5255","6858","+",1604,740,189,266,224,304.251077196844,-0.358800574027069,2.88577781537868,-0.124334095339903,0.901050752562916,0.976999608286085,-1.28235932799137
"NPIL_80252","BMAW01071990.1","5261","5418","+",158,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81432","BMAW01072048.1","699435","699507","-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81433","BMAW01072050.1","147","218","+",72,2,0,1,0,0.538605300031165,-0.198717720687926,4.89460465738588,-0.0405993404161997,0.967615309996296,0.985668377354419,-1.14767783596664
"NPIL_81434","BMAW01072050.1","225","296","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81435","BMAW01072243.1","556773","556856","+",84,0,0,2,0,0.537683650705716,2.69917582783982,4.89353184775603,0.551580312913985,0.581235927740693,0.891821718895381,6.4943080906042
"NPIL_81436","BMAW01072267.1","776","847","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81441","BMAW01072503.1","152321","152404","-",84,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81437","BMAW01072503.1","157273","157356","+",84,0,0,4,0,1.07536730141143,3.69835447649903,4.80822345381341,0.769172754141835,0.441790762514931,0.891821718895381,12.981223641005
"NPIL_81438","BMAW01072503.1","432780","432863","+",84,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81440","BMAW01072503.1","436242","436325","-",84,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81439","BMAW01072503.1","442170","442253","+",84,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81442","BMAW01072587.1","9313","9392","+",80,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81445","BMAW01072682.1","565","638","-",74,0,2,23,0,6.93606769724194,3.08367136308477,4.65004276421928,0.663149033125613,0.507235109728641,0.891821718895381,8.47769088220015
"NPIL_81444","BMAW01072682.1","726","799","-",74,0,0,2,0,0.537683650705716,2.69917582783982,4.89353184775603,0.551580312913985,0.581235927740693,0.891821718895381,6.4943080906042
"NPIL_81443","BMAW01072682.1","887","960","-",74,0,0,21,0,5.64567833241002,6.08988519136465,4.79521537582827,1.26999200537739,0.204087477910051,0.891821718895381,68.1142709765591
"NPIL_81446","BMAW01072736.1","1309","1381","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81448","BMAW01072844.1","41906","41978","-",73,0,0,11,0,2.95726007888144,5.15725874089103,4.46294306249121,1.15557350131468,0.247855652045836,0.891821718895381,35.6853184273729
"NPIL_81447","BMAW01072844.1","43269","43342","+",74,0,0,12,0,3.22610190423429,5.28275808308375,4.44773735581812,1.18774056569985,0.234935636533782,0.891821718895381,38.9285872266366
"NPIL_81455","BMAW01073113.1","3403","3474","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81454","BMAW01073113.1","9841","9912","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81449","BMAW01073113.1","38778","38849","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81450","BMAW01073113.1","49278","49349","+",72,0,0,3,0,0.806525476058573,3.28359165010455,4.85756473614397,0.675974861574595,0.499056605713363,0.891821718895381,9.73777151628258
"NPIL_81451","BMAW01073113.1","50992","51063","+",72,0,1,23,0,6.55971484017884,4.25238518659124,4.02322508124858,1.05695930521281,0.290530160372413,0.891821718895381,19.0587974379856
"NPIL_81452","BMAW01073113.1","51301","51372","+",72,0,0,27,0,7.25872928452716,6.45240778510272,4.79288885120122,1.34624607109042,0.178223171575597,0.891821718895381,87.5726087958208
"NPIL_81453","BMAW01073113.1","52509","52580","+",72,0,2,25,0,7.47375134794766,3.20395006952472,4.64925423433548,0.689132043127056,0.490740176993268,0.891821718895381,9.21478221732876
"NPIL_81456","BMAW01073150.1;BMAW01073150.1","2258;2520","2289;2556","-;-",69,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81457","BMAW01073401.1","3851","3924","+",74,0,0,69,0,18.5500859493472,7.80592983386936,4.787928118035,1.63033563608991,0.103030579808148,0.891821718895381,223.7788429744
"NPIL_81459","BMAW01073712.1","1100","1171","-",72,0,0,14,1,4.0396604479627,5.60717444185547,4.00088122067511,1.4014848561061,0.161069132993667,0.891821718895381,48.7447332290291
"NPIL_81458","BMAW01073712.1","2067","2138","-",72,0,0,16,2,4.85321899169111,5.8718094476078,3.93618685193532,1.49175068879689,0.135764515411008,0.891821718895381,58.5586117779594
"NPIL_81461_1","BMAW01074179.1","708716","708788","-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81460","BMAW01074179.1","833717","833795","-",79,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_81462","BMAW01074253.1","21529","21599","+",71,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81463","BMAW01074359.1;BMAW01074359.1","2169;2220","2204;2256","-;-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81464","BMAW01074512.1","3","88","-",86,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80133","BMAW01074643.1","8941","10758","+",1818,576882,148775,151863,176704,223378.065929492,-0.578854831055549,2.88258220095613,-0.2008112139399,0.840846194086229,0.95130218017309,-1.49366315201901
"NPIL_80134","BMAW01074643.1","12697","16227","+",3531,293307,39033,27510,99015,88963.5299515783,-0.64418058387067,2.92996377223941,-0.21985957300022,0.825980521995708,0.945309018503614,-1.56285137208483
"NPIL_80135","BMAW01074643.1","12702","12859","+",158,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81465","BMAW01074825.1","3439","3518","+",80,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81466","BMAW01074892.1;BMAW01074892.1","515;567","551;602","+;+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
