Biological_Process,Gene ID,protein_id,Preferred_Name,KEGG_KO,KEGG_Pathway,Pfam_Domains,GO_Terms,NPFM1,NPFM2,NPFM3,NPFM4,Mean_FPKM,Protein Description
Sex determination,,GFT84674.1,,ko:K11257,,"Glyco_tran_10_N,Glyco_transf_10",,,,,,,"alpha-(1,3)-fucosyltransferase 11 [Nephila pilipes]"
Sex determination,,GFT84824.1,HELQ,ko:K19178,,"DEAD,Helicase_C",,,,,,,helicase POLQ-like [Nephila pilipes]
Sex determination,,GFT84869.1,,,,"DEAD,Helicase_C,SPRY",,,,,,,ATP-dependent RNA helicase DDX1 [Nephila pilipes]
Sex determination,,GFT84923.1,tgt,ko:K00773,,TGT,,,,,,,queuine tRNA-ribosyltransferase [Nephila pilipes]
Sex determination,,GFT84937.1,tsaD,ko:K01409,,Peptidase_M22,"P|GO:0002949|IEA,P|GO:0006139|IEA,P|GO:0006396|IEA,P|GO:0006399|IEA,P|GO:0006400|IEA,P|GO:0006508|IEA,P|GO:0006725|IEA,P|GO:0006807|IEA,P|GO:0008033|IEA,P|GO:0008150|IEA,P|GO:0008152|IEA,P|GO:0009451|IEA,P|GO:0009987|IEA,P|GO:0010467|IEA,P|GO:0016070|IEA,P|GO:0019538|IEA,P|GO:0034470|IEA,P|GO:0034641|IEA,P|GO:0034660|IEA,P|GO:0043170|IEA,P|GO:0043412|IEA,P|GO:0044237|IEA,P|GO:0044238|IEA,P|GO:0046483|IEA,P|GO:0070525|IEA,P|GO:0071704|IEA,P|GO:0090304|IEA,P|GO:1901360|IEA,P|GO:1901564|IEA,C|GO:0005575|IEA,C|GO:0005622|IEA,C|GO:0005623|IEA,C|GO:0005737|IEA,C|GO:0044424|IEA,C|GO:0044464|IEA,F|GO:0003674|IEA,F|GO:0003674|IEA,F|GO:0003674|IEA,F|GO:0003824|IEA,F|GO:0003824|IEA,F|GO:0004175|IEA,F|GO:0004222|IEA,F|GO:0005488|IEA,F|GO:0008233|IEA,F|GO:0008237|IEA,F|GO:0016740|IEA,F|GO:0016746|IEA,F|GO:0016747|IEA,F|GO:0016787|IEA,F|GO:0043167|IEA,F|GO:0043169|IEA,F|GO:0046872|IEA,F|GO:0061711|IEA,F|GO:0070011|IEA,F|GO:0140096|IEA",,,,,,tRNA N6-adenosine threonylcarbamoyltransferase [Nephila pilipes]
Sex determination,,GFT84957.1,,,,"HTH_29,rve",,,,,,,ISSod13 transposase [Nephila pilipes]
Sex determination,,GFT84961.1,AII86312.1,,,"HTH_29,rve",,,,,,,ISSod13 transposase [Nephila pilipes]
Sex determination,,GFT84970.1,,,,RVT_1,,,,,,,"retrovirus-related Pol polyprotein from type-2 retrotransposable element R2DM, partial [Nephila pilipes]"
Sex determination,,GFT85044.1,T01_13806,,,"DUF1758,DUF1759,Peptidase_A17,RVT_1",,,,,,,"reverse transcriptase domain-containing protein, partial [Nephila pilipes]"
Sex determination,,GFT85101.1,,,,RVT_1,,,,,,,transposon Ty3-G Gag-Pol polyprotein [Nephila pilipes]
Sex determination,,GFT85148.1,,,,fn3_4,,,,,,,"activating transcription factor 7-interacting protein 1, partial [Nephila pilipes]"
Sex determination,,GFT85275.1,,,,RVT_1,,,,,,,retrovirus-related Pol polyprotein from type-2 retrotransposable element R2DM [Nephila pilipes]
Sex determination,,GFT85323.1,,,,"CENP-B_N,DDE_1,HTH_Tnp_Tc5",,,,,,,tigger transposable element-derived protein 1 [Nephila pilipes]
Sex determination,,GFT85326.1,,,,"CENP-B_N,DDE_1,HTH_Tnp_Tc5",,,,,,,tigger transposable element-derived protein 1 [Nephila pilipes]
Sex determination,,GFT85427.1,,,,RVT_1,,,,,,,transposon Tf2-6 polyprotein [Nephila pilipes]
Sex determination,,GFT85618.1,,,,rve,,,,,,,transposon Tf2-6 polyprotein [Nephila pilipes]
Sex determination,,GFT85620.1,,,,rve,,,,,,,retrovirus-related Pol polyprotein from transposon opus [Nephila pilipes]
Sex determination,,GFT85831.1,,,,RVT_1,,,,,,,transposon Ty3-I Gag-Pol polyprotein [Nephila pilipes]
Sex determination,,GFT86071.1,,ko:K09455,"map04137,map05202,map05200,map05218,ko04916,ko05202,ko05218,map04380,ko04137,ko05200,ko04380,map04916","HLH,MITF_TFEB_C_3_N",,,,,,,microphthalmia-associated transcription factor [Nephila pilipes]
Sex determination,,GFT86124.1,,,,Transposase_1,,,,,,,histone-lysine N-methyltransferase SETMAR [Nephila pilipes]
Sex determination,,GFT86202.1,,,,"DEAD,HRDC,HTH_40,Helicase_C,RQC,RecQ_Zn_bind",,,,,,,werner syndrome ATP-dependent helicase [Nephila pilipes]
Sex determination,,GFT86204.1,,,,"DEAD,HRDC,HTH_40,Helicase_C,RQC,RecQ_Zn_bind",,,,,,,werner syndrome ATP-dependent helicase [Nephila pilipes]
Sex determination,,GFT86242.1,,,,RVT_1,,,,,,,transposon Ty3-G Gag-Pol polyprotein [Nephila pilipes]
Sex determination,,GFT86299.1,,,,"RVT_1,rve",,,,,,,retrovirus-related Pol polyprotein from transposon 17.6 [Nephila pilipes]
Sex determination,,GFT86305.1,107362346,,,"Kelch_1,Kelch_5,Laminin_EGF",,,,,,,attractin-like protein 1 [Nephila pilipes]
Sex determination,,GFT86341.1,,,,"DUF1759,Peptidase_A17,rve",,,,,,,transposon Tf2-6 polyprotein [Nephila pilipes]
Sex determination,,GFT86382.1,WD_0098,ko:K07258,"map01100,ko01100,map00550,ko00550","PBP5_C,Peptidase_S11",,,,,,,probable transcriptional regulatory protein WRi_002620 [Nephila pilipes]
Sex determination,,GFT86548.1,107365181,ko:K03234,"map04921,ko04921,ko04152,map04152","EFG_C,EFG_II,EFG_IV,GTP_EFTU,GTP_EFTU_D2",,,,,,,translation elongation factor 2 [Nephila pilipes]
Sex determination,,GFT86631.1,,ko:K11092,"ko03040,map03040",LRR_9,,,,,,,u2 small nuclear ribonucleoprotein A' [Nephila pilipes]
Sex determination,,GFT86632.1,,ko:K11092,"ko03040,map03040",LRR_9,,,,,,,u2 small nuclear ribonucleoprotein A' [Nephila pilipes]
Sex determination,,GFT86634.1,,,,Med30,,,,,,,mediator of RNA polymerase II transcription subunit 30 [Nephila pilipes]
Sex determination,,GFT86635.1,,ko:K14717,,Zip,,,,,,,zinc transporter ZIP11 [Nephila pilipes]
Sex determination,,GFT86731.1,,,,"RVT_1,rve",,,,,,,"retrovirus-related Pol polyprotein from transposon 297, partial [Nephila pilipes]"
Sex determination,,GFT86746.1,,,,"DUF1759,Peptidase_A17,rve",,,,,,,bel12-ag transposon polyprotein [Nephila pilipes]
Sex determination,,GFT86760.1,,,,"CENP-B_N,DDE_1,HTH_Tnp_Tc5",,,,,,,tigger transposable element-derived protein 1 [Nephila pilipes]
Sex determination,,GFT86768.1,,,,rve,,,,,,,transposon Ty3-I Gag-Pol polyprotein [Nephila pilipes]
Sex determination,,GFT86851.1,,ko:K05122,,"Fz,Kringle,Pkinase_Tyr",,,,,,,inactive tyrosine-protein kinase transmembrane receptor ROR1 [Nephila pilipes]
Sex determination,,GFT86860.1,107366142,,,DREV,,,,,,,"methyltransferase-like protein 9, partial [Nephila pilipes]"
Sex determination,,GFT86900.1,,,,HTH_32,,,,,,,histone-lysine N-methyltransferase SETMAR [Nephila pilipes]
Sex determination,,GFT86923.1,,,,"Glyco_transf_8,UDP-g_GGTase",,,,,,,UDP-glucose:glycoprotein glucosyltransferase 1 [Nephila pilipes]
Sex determination,,GFT86925.1,,,,"Glyco_transf_8,UDP-g_GGTase",,,,,,,UDP-glucose:glycoprotein glucosyltransferase 1 [Nephila pilipes]
Sex determination,,GFT86944.1,,,,PRE_C2HC,,,,,,,"nucleic-acid-binding protein from transposon X-element, partial [Nephila pilipes]"
Sex determination,,GFT86984.1,,,,,,,,,,,proteinral transcription factor ii-i repeat domain-containing protein 2a [Nephila pilipes]
Sex determination,,GFT87037.1,,,,"RVT_1,rve",,,,,,,"transposon Tf2-11 polyprotein, partial [Nephila pilipes]"
Sex determination,,GFT87078.1,AND_010219,,,T-box,,,,,,,t-box transcription factor TBX20 [Nephila pilipes]
Sex determination,,GFT87248.1,,,,RVT_1,,,,,,,retrovirus-related Pol polyprotein from type-2 retrotransposable element R2DM [Nephila pilipes]
Sex determination,,GFT87257.1,,,,,,,,,,,transmembrane protein 94 [Nephila pilipes]
Sex determination,,GFT87290.1,,ko:K14951,,"E1-E2_ATPase,Hydrolase,P5-ATPase",,,,,,,"cation-transporting ATPase, partial [Nephila pilipes]"
Sex determination,,GFT87306.1,ift172,ko:K19676,,,,,,,,,intraflagellar transport protein 172 homolog [Nephila pilipes]
Sex determination,,GFT87340.1,GK11735,ko:K08202,"ko05231,map05231",MFS_1,,,,,,,organic cation transporter protein [Nephila pilipes]
Sex determination,,GFT87343.1,,ko:K14994,,Aa_trans,,,,,,,"putative sodium-coupled neutral amino acid transporter 7, partial [Nephila pilipes]"
Sex determination,,GFT87395.1,107359516,ko:K00600,"ko01200,ko00460,map01200,ko01230,ko01130,ko00680,map00670,map00630,ko01110,ko01523,map01100,map01120,map01230,map00680,ko00630,ko01120,map00260,map01523,map01110,ko00260,map00460,ko01100,ko00670,map01130",SHMT,,,,,,,"serine hydroxymethyltransferase, mitochondrial [Nephila pilipes]"
Sex determination,,GFT87413.1,,,,RVT_1,,,,,,,"retrovirus-related Pol polyprotein from type-2 retrotransposable element R2DM, partial [Nephila pilipes]"
Sex determination,,GFT87529.1,LOC662326,ko:K03283,"map05164,map05162,map05145,map04010,ko05145,map03040,map04213,ko04144,ko04141,map05134,ko03040,map04144,ko04612,ko05134,ko04915,ko04010,map05169,map04612,ko05164,map04141,ko05162,ko04213,ko05169,map04915",HSP70,,,,,,,"heat shock protein 70 B2, partial [Nephila pilipes]"
Sex determination,,GFT87569.1,,,,,,,,,,,"tetratricopeptide repeat protein 4, partial [Nephila pilipes]"
Sex determination,,GFT87572.1,L798_11229,,,RRM_1,,,,,,,ecto-NOX disulfide-thiol exchanger 1 [Nephila pilipes]
Sex determination,,GFT87586.1,,,,rve,,,,,,,transposon Tf2-6 polyprotein [Nephila pilipes]
Sex determination,,GFT87591.1,,,,"CENP-B_N,DDE_1,HTH_Tnp_Tc5",,,,,,,tigger transposable element-derived protein 1 [Nephila pilipes]
Sex determination,,GFT87686.1,,,,UPF0547,,,,,,,histone-lysine N-methyltransferase SETMAR [Nephila pilipes]
Sex determination,,GFT87721.1,8236551,,,MFS_1,,,,,,,"monocarboxylate transporter 5, partial [Nephila pilipes]"
Sex determination,,GFT87764.1,,,,"RVT_1,rve,zf-CCHC,zf-H2C2",,,,,,,tigger transposable element-derived protein 6 [Nephila pilipes]
Sex determination,,GFT87816.1,,,,Exo_endo_phos_2,,,,,,,putative RNA-directed DNA polymerase from transposon X-element [Nephila pilipes]
Sex determination,,GFT87937.1,,,,"Ski_Sno,c-SKI_SMAD_bind",,,,,,,SKI family transcriptional corepressor 1 homolog-B [Nephila pilipes]
Sex determination,,GFT87939.1,,,,"Ski_Sno,c-SKI_SMAD_bind",,,,,,,SKI family transcriptional corepressor 1 homolog-B [Nephila pilipes]
Sex determination,,GFT87948.1,,,,"PID,SH2",,,,,,,SHC-transforming protein 1 [Nephila pilipes]
Sex determination,,GFT87972.1,,,,Galactosyl_T,,,,,,,"beta-1,3-galactosyltransferase 1 [Nephila pilipes]"
Sex determination,,GFT87987.1,,,,RVP,,,,,,,transposon Ty3-I Gag-Pol polyprotein [Nephila pilipes]
Sex determination,,GFT88033.1,,,,DUF4371,,,,,,,general transcription factor II-I repeat domain-containing protein 2 [Nephila pilipes]
Sex determination,,GFT88068.1,T01_13806,,,"DUF1758,DUF1759,Peptidase_A17,RVT_1",,,,,,,reverse transcriptase domain-containing protein [Nephila pilipes]
Sex determination,,GFT88105.1,LOC663396,ko:K12614,"map03018,ko03018","DEAD,Helicase_C",,,,,,,ATP-dependent RNA helicase me31b [Nephila pilipes]
Sex determination,,GFT88180.1,,,,,,,,,,,transposon Tf2-9 polyprotein [Nephila pilipes]
Sex determination,,GFT88193.1,EFV54908,ko:K04513,"map05210,map05418,ko05100,map04015,map04014,map04350,map04360,map04011,map04270,map05100,ko04660,ko04062,map04072,map04071,map05203,map04310,map04810,ko04530,ko04144,ko04670,ko04024,ko04022,map04921,map04621,ko04360,map05130,map05133,map04530,map04144,map04722,ko04611,ko04520,ko05210,map05152,map05205,ko04972,map04510,map04660,map05200,ko05152,ko05205,ko05133,ko04810,map04024,ko04071,ko04014,ko04015,ko05130,map04022,ko04011,map04062,map05206,ko05418,ko04310,map04972,ko04722,ko04072,ko04150,ko04350,ko04921,map04611,ko05200,ko04510,ko04621,map04670,ko05206,map04150,map04520,ko04270,ko05203",Ras,,,,,,,ras-like GTP-binding protein Rho1 [Nephila pilipes]
Sex determination,,GFT88261.1,,,,,,,,,,,transposon Ty3-G Gag-Pol polyprotein [Nephila pilipes]
Sex determination,,GFT88395.1,MAEL,,,"HMG_box_2,Maelstrom",,,,,,,protein maelstrom homolog [Nephila pilipes]
Sex determination,,GFT88397.1,MAEL,,,"HMG_box_2,Maelstrom",,,,,,,protein maelstrom homolog [Nephila pilipes]
Sex determination,,GFT88460.1,sgta,,,"SGTA_dimer,TPR_1",,,,,,,small glutamine-rich tetratricopeptide repeat-containing protein beta [Nephila pilipes]
Sex determination,,GFT88465.1,,,,TRIC,,,,,,,trimeric intracellular cation channel type 1B.1 [Nephila pilipes]
Sex determination,,GFT88520.1,,,,"CENP-B_N,DDE_1,HTH_Tnp_Tc5",,,,,,,"tigger transposable element-derived protein 6, partial [Nephila pilipes]"
Sex determination,,GFT88591.1,purF,ko:K00764,"map01100,map01110,map00230,ko01110,ko01100,ko00250,ko01130,map00250,ko00230,map01130","GATase_7,Pribosyltran",,,,,,,amidophosphoribosyltransferase [Nephila pilipes]
Sex determination,,GFT88594.1,rodA,ko:K05837,,FTSW_RODA_SPOVE,,,,,,,peptidoglycan glycosyltransferase MrdB [Nephila pilipes]
Sex determination,,GFT88604.1,mraY,ko:K01000,"map01100,map01502,ko01100,map00550,ko01502,ko00550",Glycos_transf_4,"P|GO:0000270|IEA,P|GO:0006022|IEA,P|GO:0006023|IEA,P|GO:0006024|IEA,P|GO:0006807|IEA,P|GO:0007049|IEA,P|GO:0008150|IEA,P|GO:0008150|IEA,P|GO:0008152|IEA,P|GO:0008360|IEA,P|GO:0009058|IEA,P|GO:0009059|IEA,P|GO:0009252|IEA,P|GO:0009273|IEA,P|GO:0009987|IEA,P|GO:0009987|IEA,P|GO:0016043|IEA,P|GO:0022603|IEA,P|GO:0022604|IEA,P|GO:0030203|IEA,P|GO:0034645|IEA,P|GO:0042546|IEA,P|GO:0043170|IEA,P|GO:0044036|IEA,P|GO:0044038|IEA,P|GO:0044085|IEA,P|GO:0044237|IEA,P|GO:0044249|IEA,P|GO:0044260|IEA,P|GO:0045229|IEA,P|GO:0050789|IEA,P|GO:0050793|IEA,P|GO:0050794|IEA,P|GO:0051128|IEA,P|GO:0051301|IEA,P|GO:0065007|IEA,P|GO:0065008|IEA,P|GO:0070589|IEA,P|GO:0071554|IEA,P|GO:0071554|IEA,P|GO:0071555|IEA,P|GO:0071704|IEA,P|GO:0071840|IEA,P|GO:0071840|IEA,P|GO:1901135|IEA,P|GO:1901137|IEA,P|GO:1901564|IEA,P|GO:1901566|IEA,P|GO:1901576|IEA,C|GO:0005575|IEA,C|GO:0005575|IEA,C|GO:0005623|IEA,C|GO:0005886|IEA,C|GO:0016020|IEA,C|GO:0016020|IEA,C|GO:0016021|IEA,C|GO:0031224|IEA,C|GO:0044425|IEA,C|GO:0044464|IEA,C|GO:0071944|IEA,F|GO:0003674|IEA,F|GO:0003824|IEA,F|GO:0008963|IEA,F|GO:0016740|IEA,F|GO:0016772|IEA,F|GO:0016780|IEA,F|GO:0051992|IEA",,,,,,phospho-N-acetylmuramoyl-pentapeptide-transferase [Nephila pilipes]
Sex determination,,GFT88647.1,wNo_06290,,,"MannoseP_isomer,NTP_transferase",,,,,,,mannose-1-phosphate guanylyltransferase [Nephila pilipes]
Sex determination,,GFT88649.1,WD_1229,ko:K09808,"ko02010,map02010","FtsX,MacB_PCD",,,,,,,lipoprotein-releasing system transmembrane protein LolC [Nephila pilipes]
Sex determination,,GFT88735.1,CBG15088,,,,,,,,,,vesicular glutamate transporter 2 [Nephila pilipes]
Sex determination,,GFT88736.1,,,,"RVT_1,rve",,,,,,,transposon Ty3-I Gag-Pol polyprotein [Nephila pilipes]
Sex determination,,GFT88758.1,,,,7tm_1,,,,,,,"opsin, ultraviolet-sensitive [Nephila pilipes]"
Sex determination,,GFT88768.1,,,,DUF4371,,,,,,,general transcription factor II-I repeat domain-containing protein 2A [Nephila pilipes]
Sex determination,,GFT88799.1,znf1035,,,zf-C2H2,,,,,,,zinc finger protein [Nephila pilipes]
Sex determination,,GFT88923.1,,,,"RVT_1,rve",,,,,,,transposon Tf2-9 polyprotein [Nephila pilipes]
Sex determination,,GFT88925.1,,,,RVT_1,,,,,,,transposon Ty3-G Gag-Pol polyprotein [Nephila pilipes]
Sex determination,,GFT88928.1,,,,RVT_1,,,,,,,transposon Ty3-G Gag-Pol polyprotein [Nephila pilipes]
Sex determination,,GFT88932.1,,,,RVT_1,,,,,,,retrotransposable element Tf2 protein type 1 [Nephila pilipes]
Sex determination,,GFT88960.1,T01_13806,,,"DUF1758,DUF1759,Peptidase_A17,RVT_1",,,,,,,"reverse transcriptase domain-containing protein, partial [Nephila pilipes]"
Sex determination,,GFT88966.1,,,,"CENP-B_N,DDE_1",,,,,,,tigger transposable element-derived protein 1 [Nephila pilipes]
Sex determination,,GFT89022.1,,,,,,,,,,,"retrovirus-related Pol polyprotein from type-2 retrotransposable element R2DM, partial [Nephila pilipes]"
Sex determination,,GFT89227.1,,,,"RVT_1,rve",,,,,,,"retrovirus-related Pol polyprotein from transposon 17.6, partial [Nephila pilipes]"
Sex determination,,GFT89239.1,,,,"Exo_endo_phos_2,Linker_histone,RVT_1",,,,,,,putative RNA-directed DNA polymerase from transposon X-element [Nephila pilipes]
Sex determination,,GFT89246.1,20201833,ko:K03351,"map04110,map04111,map04113,map04114,ko04914,ko04113,ko04111,ko04110,ko04114,map04120,ko04120,map04914,map05166,ko05166","ANAPC4,ANAPC4_WD40",,,,,,,anapc4 [Nephila pilipes]
Sex determination,,GFT89308.1,101895356,ko:K00963,"ko00500,map01100,ko00040,map00040,ko01100,map00052,ko01130,map00500,ko00052,map00520,map01130,ko00520",UDPGP,,,,,,,UTP--glucose-1-phosphate uridylyltransferase [Nephila pilipes]
Sex determination,,GFT89310.1,,,,UDPGP,,,,,,,UTP--glucose-1-phosphate uridylyltransferase [Nephila pilipes]
Sex determination,,GFT89351.1,,,,DUF1759,,,,,,,"transposon Tf2-6 polyprotein, partial [Nephila pilipes]"
Sex determination,,GFT89357.1,,,,RVT_1,,,,,,,reverse transcriptase domain-containing protein [Nephila pilipes]
Sex determination,,GFT89471.1,LOC659754,,,Glyco_transf_49,,,,,,,"beta-1,4-glucuronyltransferase 1 [Nephila pilipes]"
Sex determination,,GFT89473.1,,ko:K03239,"ko03013,map03013",IF-2B,,,,,,,translation initiation factor eIF-2B subunit alpha [Nephila pilipes]
Sex determination,,GFT89515.1,,ko:K09270,,HMG_box,,,,,,,putative transcription factor SOX-15 [Nephila pilipes]
Sex determination,,GFT89552.1,G5I_03739,,,,,,,,,,histone-lysine N-methyltransferase SETMAR [Nephila pilipes]
Sex determination,,GFT89577.1,101900264,ko:K03320,,Ammonium_transp,,,,,,,ammonium transporter 1 member 1 [Nephila pilipes]
Sex determination,,GFT89578.1,GA19641,ko:K03320,,Ammonium_transp,,,,,,,ammonium transporter 1 member 1 [Nephila pilipes]
Sex determination,,GFT89652.1,,ko:K08098,"ko00563,map00563",Glyco_transf_22,,,,,,,mannosyltransferase [Nephila pilipes]
Sex determination,,GFT89654.1,,,,,,,,,,,intraflagellar transport protein 81 homolog [Nephila pilipes]
Sex determination,,GFT89659.1,,,,"Exo_endo_phos_2,RVT_1",,,,,,,"putative RNA-directed DNA polymerase from transposon X-element, partial [Nephila pilipes]"
Sex determination,,GFT89678.1,,,,RVT_1,,,,,,,"transposon Ty3-G Gag-Pol polyprotein, partial [Nephila pilipes]"
Sex determination,,GFT89714.1,,,,rve,,,,,,,transposon Ty3-I Gag-Pol polyprotein [Nephila pilipes]
Sex determination,,GFT89748.1,T01_13806,,,"DUF1758,DUF1759,Peptidase_A17,RVT_1",,,,,,,"reverse transcriptase domain-containing protein, partial [Nephila pilipes]"
Sex determination,,GFT89791.1,,,,"DDE_3,HTH_38",,,,,,,transposable element Tc1 transposase [Nephila pilipes]
Sex determination,,GFT89797.1,L798_02851,ko:K14787,,RRM_1,,,,,,,probable RNA-binding protein 19 [Nephila pilipes]
Sex determination,,GFT89816.1,,,,Med23,,,,,,,mediator of RNA polymerase II transcription subunit 23 [Nephila pilipes]
Sex determination,,GFT90017.1,,ko:K04967,"map04745,ko04745,ko04360,map04360","Ank_2,Ion_trans,TRP_2",,,,,,,transient-receptor-potential-like protein [Nephila pilipes]
Sex determination,,GFT90025.1,,,,His_Phos_1,,,,,,,"fructose-2,6-bisphosphatase TIGAR [Nephila pilipes]"
Sex determination,,GFT90045.1,,,,Transposase_1,,,,,,,putative mariner transposase [Nephila pilipes]
Sex determination,,GFT90070.1,znf830,ko:K13104,,zf-C2H2_jaz,,,,,,,"zinc finger protein 830, partial [Nephila pilipes]"
Sex determination,,GFT90071.1,T01_13806,,,"DUF1758,DUF1759,Peptidase_A17,RVT_1",,,,,,,"reverse transcriptase domain-containing protein, partial [Nephila pilipes]"
Sex determination,,GFT90164.1,8230093,,,RRM_1,,,,,,,"ecto-NOX disulfide-thiol exchanger 1, partial [Nephila pilipes]"
Sex determination,,GFT90459.1,,,,"RVT_1,rve",,,,,,,transposon Tf2-12 polyprotein [Nephila pilipes]
Sex determination,,GFT90565.1,,,,DDE_Tnp_1_7,,,,,,,piggyBac transposable element-derived protein 4 [Nephila pilipes]
Sex determination,,GFT90567.1,,,,DDE_Tnp_1_7,,,,,,,piggyBac transposable element-derived protein 4 [Nephila pilipes]
Sex determination,,GFT90569.1,,,,DDE_Tnp_1_7,,,,,,,piggyBac transposable element-derived protein 4 [Nephila pilipes]
Sex determination,,GFT90573.1,,,,"CENP-B_N,DDE_1",,,,,,,tigger transposable element-derived protein 1 [Nephila pilipes]
Sex determination,,GFT90601.1,,,,SSF,,,,,,,putative sodium-dependent multivitamin transporter [Nephila pilipes]
Sex determination,,GFT90626.1,L798_12777,ko:K14776,,"DEAD,DUF4217,Helicase_C",,,,,,,probable ATP-dependent RNA helicase DDX10 [Nephila pilipes]
Sex determination,,GFT90663.1,,ko:K00764,"map01100,map01110,map00230,ko01110,ko01100,ko00250,ko01130,map00250,ko00230,map01130","GATase_6,Pribosyltran",,,,,,,amidophosphoribosyltransferase [Nephila pilipes]
Sex determination,,GFT90669.1,GK11735,ko:K08202,"ko05231,map05231",MFS_1,,,,,,,organic cation transporter protein [Nephila pilipes]
Sex determination,,GFT90670.1,GK11735,ko:K08202,"ko05231,map05231",MFS_1,,,,,,,organic cation transporter protein [Nephila pilipes]
Sex determination,,GFT90698.1,,,,Acetyltransf_1,,,,,,,acetyltransf_18 domain-containing protein [Nephila pilipes]
Sex determination,,GFT90719.1,,,,RVT_1,,,,,,,reverse transcriptase domain-containing protein [Nephila pilipes]
Sex determination,,GFT90852.1,,,,,,,,,,,transposase domain containing protein [Nephila pilipes]
Sex determination,,GFT90879.1,,,,Transposase_1,,,,,,,histone-lysine N-methyltransferase SETMAR [Nephila pilipes]
Sex determination,,GFT90880.1,G5I_00566,,,,,,,,,,histone-lysine N-methyltransferase SETMAR [Nephila pilipes]
Sex determination,,GFT90891.1,,,,"DP,E2F_TDP",,,,,,,transcription factor Dp-1 [Nephila pilipes]
Sex determination,,GFT90899.1,PGBD4,,,"DDE_Tnp_1_7,Tnp_zf-ribbon_2",,,,,,,piggyBac transposable element-derived protein 4 [Nephila pilipes]
Sex determination,,GFT90911.1,,,,"STAS,Sulfate_transp",,,,,,,sulfate transporter [Nephila pilipes]
Sex determination,,GFT90950.1,,ko:K15407,,TGT,,,,,,,queuine tRNA-ribosyltransferase accessory subunit 2 [Nephila pilipes]
Sex determination,,GFT90953.1,AAEL006634,ko:K00626,"ko01200,map00310,ko01100,ko01212,map01200,ko02020,ko01130,map01110,ko00620,map00650,map00630,ko00640,ko00720,ko00310,ko00650,ko00071,ko00072,map00900,ko00900,map01100,map02020,map01120,map01212,map00362,ko00630,map00072,map00071,map00640,map00380,map00280,map00720,ko00362,map00620,ko01110,ko00280,map01130,ko00380,ko01120","Thiolase_C,Thiolase_N",,,,,,,"acetyl-CoA acetyltransferase, mitochondrial [Nephila pilipes]"
Sex determination,,GFT90954.1,ACAT1,ko:K00626,"ko01200,map00310,ko01100,ko01212,map01200,ko02020,ko01130,map01110,ko00620,map00650,map00630,ko00640,ko00720,ko00310,ko00650,ko00071,ko00072,map00900,ko00900,map01100,map02020,map01120,map01212,map00362,ko00630,map00072,map00071,map00640,map00380,map00280,map00720,ko00362,map00620,ko01110,ko00280,map01130,ko00380,ko01120","Thiolase_C,Thiolase_N",,,,,,,"acetyl-CoA acetyltransferase, mitochondrial [Nephila pilipes]"
Sex determination,,GFT90957.1,L798_01822,,,OST3_OST6,,,,,,,oligosaccharyltransferase complex subunit ostc-A [Nephila pilipes]
Sex determination,,GFT90960.1,107361996,ko:K08745,"ko04931,ko03320,map03320,map04931",AMP-binding,,,,,,,long-chain fatty acid transport protein 1 [Nephila pilipes]
Sex determination,,GFT90965.1,,,,"RVT_1,rve",,,,,,,transposon Tf2-11 polyprotein [Nephila pilipes]
Sex determination,,GFT91027.1,L798_05524,ko:K11324,,"DMAP1,SANT_DAMP1_like",,,,,,,DNA methyltransferase 1-associated protein 1 [Nephila pilipes]
Sex determination,,GFT91034.1,,,,"MULE,RVT_1",,,,,,,retrovirus-related Pol polyprotein from transposon 297 [Nephila pilipes]
Sex determination,,GFT91036.1,,,,"RVT_1,rve",,,,,,,transposon Tf2-6 polyprotein [Nephila pilipes]
Sex determination,,GFT91044.1,,,,"DUF1759,Peptidase_A17,rve",,,,,,,bel12-ag transposon polyprotein [Nephila pilipes]
Sex determination,,GFT91051.1,,,,"RVP,RVT_1,rve",,,,,,,transposon Ty3-I Gag-Pol polyprotein [Nephila pilipes]
Sex determination,,GFT91055.1,,,,"RVT_1,rve",,,,,,,retrovirus-related Pol polyprotein from transposon 297 [Nephila pilipes]
Sex determination,,GFT91061.1,,,,TMPIT,,,,,,,transmembrane protein 120A [Nephila pilipes]
Sex determination,,GFT91097.1,,,,"CRAL_TRIO,CRAL_TRIO_N",,,,,,,"alpha-tocopherol transfer protein-like, partial [Nephila pilipes]"
Sex determination,,GFT91118.1,6036833,ko:K09090,,"HLH,Hairy_orange",,,,,,,transcription factor HES-4-A [Nephila pilipes]
Sex determination,,GFT91130.1,,,,"RVT_1,gag-asp_proteas,rve,zf-CCHC",,,,,,,"retrovirus-related Pol polyprotein from transposon 297, partial [Nephila pilipes]"
Sex determination,,GFT91205.1,,,,rve,,,,,,,"reverse transcriptase domain-containing protein, partial [Nephila pilipes]"
Sex determination,,GFT91267.1,,,,RVT_1,,,,,,,transposon Ty3-G Gag-Pol polyprotein [Nephila pilipes]
Sex determination,,GFT91395.1,,ko:K08493,"map04138,ko04130,map04130,ko04138","V-SNARE,V-SNARE_C",,,,,,,vesicle transport through interaction with t-SNAREs homolog 1A [Nephila pilipes]
Sex determination,,GFT91397.1,,ko:K08493,"map04138,ko04130,map04130,ko04138","V-SNARE,V-SNARE_C",,,,,,,vesicle transport through interaction with t-SNAREs homolog 1A [Nephila pilipes]
